item,quantity,unit_cost,total_cost,date,sub_category,category,exchange_rate
Consulting Contractors,1,4000,4000,2023-09-25,Contractor Consultation,Preconstruction,61.5
Clearing the Area,1,8000,8000,2023-12-21,Contractor Consultation,Preconstruction,64.0
Transportation ,1,2000,2000,2023-12-21,Contractor Consultation,Preconstruction,64.0
Bubacarr Fai,1,2000,2000,2023-12-20,Contractor Consultation,Preconstruction,64.0
